,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Self Control,Addiction Level,CurrentActivity,ConnectionType,Clusters,DB_Clusters
860,64,Male,India,25842,False,True,Manager,Urban,Facebook,298,15,Life Hacks,27,2653,8,21,11,32,Morning,3,7,Habit,Smartphone,MacOS,5,5,At home,Mobile Data,3,2
861,39,Male,Germany,83115,True,False,Engineer,Rural,Instagram,240,11,Vlogs,26,1454,9,4,13,59,Night,3,7,Procrastination,Tablet,Android,5,5,At school,Mobile Data,1,0
862,64,Male,Japan,86852,True,True,Labor/Worker,Rural,Instagram,27,14,Gaming,26,1138,3,12,33,92,Night,6,4,Entertainment,Smartphone,MacOS,8,2,At school,Mobile Data,0,3
863,47,Female,Pakistan,65968,True,False,Students,Urban,Facebook,82,6,Entertainment,8,5807,3,19,2,41,Afternoon,8,2,Entertainment,Smartphone,iOS,10,0,At school,Mobile Data,0,3
864,60,Male,United States,37508,False,True,Students,Rural,Facebook,198,12,Vlogs,14,3192,6,2,34,12,Evening,8,2,Procrastination,Computer,iOS,10,0,At school,Mobile Data,2,1
865,34,Other,Barzil,42005,False,True,Students,Rural,TikTok,26,13,Vlogs,22,6116,1,26,29,73,Evening,3,7,Entertainment,Smartphone,iOS,5,5,At home,Wi-Fi,3,2
866,43,Other,Germany,74575,True,True,Students,Rural,Facebook,28,17,Trends,28,3759,6,2,37,11,Night,3,7,Boredom,Tablet,Android,5,5,At school,Wi-Fi,1,0
867,53,Other,Germany,38971,False,True,Waiting staff,Rural,Instagram,228,16,Entertainment,14,3029,3,14,4,97,Evening,6,4,Entertainment,Computer,Android,8,2,At work,Mobile Data,2,1
868,18,Female,India,45599,False,False,Waiting staff,Rural,YouTube,129,3,Trends,11,9552,4,15,12,19,Night,6,4,Procrastination,Tablet,Android,8,2,At home,Wi-Fi,2,1
869,25,Female,Japan,86914,True,True,Waiting staff,Rural,Instagram,110,2,ASMR,14,5095,9,20,26,54,Night,8,2,Habit,Computer,Android,10,0,At home,Mobile Data,0,3
870,52,Male,Philippines,87055,True,False,Teacher,Rural,TikTok,43,11,Vlogs,21,63,3,2,28,57,Night,3,7,Entertainment,Smartphone,iOS,5,5,At home,Mobile Data,1,0
871,32,Female,Japan,25355,False,True,Artist,Rural,Instagram,93,9,Vlogs,8,1345,1,4,3,42,Evening,3,7,Entertainment,Smartphone,Android,5,5,At home,Mobile Data,3,2
872,64,Female,United States,74120,True,False,Students,Rural,YouTube,205,3,Jokes/Memes,3,974,3,19,20,98,Afternoon,9,1,Habit,Tablet,MacOS,10,0,At home,Wi-Fi,0,3
873,39,Female,United States,94619,True,True,Manager,Rural,Facebook,211,18,Vlogs,28,4161,7,9,10,71,Afternoon,6,4,Habit,Tablet,Android,8,2,At school,Wi-Fi,4,4
874,31,Male,Indonesia,58342,True,False,Waiting staff,Rural,YouTube,20,15,Gaming,29,5962,7,7,18,31,Evening,6,4,Entertainment,Computer,Android,8,2,At home,Wi-Fi,0,3
875,43,Female,Pakistan,98860,True,True,Waiting staff,Rural,Facebook,227,14,Pranks,29,9814,5,13,27,52,Night,8,2,Habit,Tablet,iOS,10,0,At home,Mobile Data,4,4
876,45,Male,Pakistan,22257,False,False,Waiting staff,Urban,Facebook,262,2,ASMR,23,8649,1,27,31,2,Afternoon,8,2,Boredom,Tablet,MacOS,10,0,At school,Mobile Data,2,1
877,40,Male,Pakistan,47364,False,True,Waiting staff,Urban,Instagram,231,17,ASMR,18,6596,8,12,27,83,Evening,3,7,Habit,Smartphone,iOS,5,5,At home,Wi-Fi,3,2
878,31,Male,Indonesia,44972,False,False,Labor/Worker,Rural,Instagram,89,8,Jokes/Memes,3,3330,8,3,42,38,Afternoon,9,1,Boredom,Smartphone,Android,10,0,At home,Wi-Fi,2,1
879,41,Male,Vietnam,46654,False,True,Waiting staff,Rural,Instagram,16,10,Jokes/Memes,13,1740,2,13,1,32,Morning,8,2,Boredom,Smartphone,Android,10,0,At home,Wi-Fi,2,1
880,19,Other,India,49320,False,False,Waiting staff,Rural,TikTok,281,18,Life Hacks,12,6055,3,15,6,10,Night,3,7,Entertainment,Smartphone,iOS,5,5,At work,Wi-Fi,3,2
881,62,Male,Japan,40808,False,True,Engineer,Urban,Instagram,236,19,Pranks,15,6321,4,14,11,8,Evening,9,1,Procrastination,Smartphone,Windows,10,0,Commuting,Mobile Data,2,1
882,43,Male,India,72389,True,False,Engineer,Urban,TikTok,25,8,Trends,18,1954,1,24,34,90,Afternoon,8,2,Entertainment,Smartphone,Android,10,0,At school,Mobile Data,0,3
883,31,Female,United States,54773,True,True,Cashier,Urban,Instagram,21,8,Gaming,5,279,4,9,39,94,Night,8,2,Boredom,Computer,Android,10,0,Commuting,Wi-Fi,0,3
884,24,Female,Japan,71168,True,False,Labor/Worker,Rural,Facebook,250,3,Trends,7,2391,5,13,20,75,Evening,6,4,Procrastination,Smartphone,Windows,8,2,At school,Wi-Fi,4,4
885,20,Other,United States,47747,False,True,Waiting staff,Rural,TikTok,30,3,Life Hacks,11,9232,3,23,21,20,Afternoon,3,7,Procrastination,Smartphone,Android,5,5,At school,Mobile Data,3,2
886,64,Female,Germany,96396,True,True,Waiting staff,Urban,YouTube,187,12,ASMR,26,6439,2,22,21,20,Morning,8,2,Boredom,Smartphone,Android,10,0,At work,Mobile Data,0,3
887,40,Other,India,77505,True,True,Teacher,Rural,TikTok,237,17,Jokes/Memes,27,961,6,4,18,9,Evening,6,4,Entertainment,Smartphone,Android,8,2,At home,Mobile Data,0,3
888,63,Female,Barzil,38135,False,True,Labor/Worker,Urban,TikTok,282,4,Trends,11,6827,8,21,21,72,Evening,3,7,Entertainment,Smartphone,Android,5,5,At work,Mobile Data,3,2
889,60,Other,Indonesia,67377,True,False,Artist,Rural,YouTube,297,17,Comedy,27,1217,7,8,19,15,Afternoon,6,4,Habit,Tablet,MacOS,8,2,At work,Mobile Data,0,3
890,64,Female,Mexico,43554,False,True,Waiting staff,Rural,TikTok,143,14,Jokes/Memes,15,8566,1,3,4,98,Afternoon,3,7,Boredom,Tablet,Android,5,5,At home,Wi-Fi,3,2
891,62,Female,India,82491,True,False,Labor/Worker,Rural,Facebook,292,19,Pranks,10,6007,4,2,13,88,Night,3,7,Habit,Smartphone,Android,5,5,At home,Mobile Data,1,0
892,35,Female,United States,75621,True,True,Labor/Worker,Rural,Instagram,162,9,Life Hacks,15,4130,3,19,18,97,Evening,8,2,Entertainment,Tablet,iOS,10,0,At work,Mobile Data,0,3
893,55,Female,Pakistan,78283,True,False,Waiting staff,Rural,YouTube,75,12,Pranks,13,1392,6,28,29,63,Evening,8,2,Boredom,Tablet,iOS,10,0,At home,Mobile Data,0,3
894,52,Female,United States,36923,False,True,Cashier,Rural,Instagram,146,5,Pranks,14,2076,9,23,25,91,Night,6,4,Boredom,Smartphone,MacOS,8,2,At work,Mobile Data,2,1
895,32,Male,Philippines,67591,True,False,Waiting staff,Rural,Facebook,101,11,Life Hacks,17,8966,9,8,13,21,Afternoon,6,4,Boredom,Computer,iOS,8,2,At home,Mobile Data,4,4
896,42,Male,United States,82261,True,True,Manager,Rural,YouTube,268,3,Trends,13,4316,7,17,27,5,Afternoon,3,7,Habit,Smartphone,Android,5,5,At school,Mobile Data,1,0
897,54,Male,United States,74336,True,False,Students,Rural,Instagram,112,15,Life Hacks,10,6196,9,13,19,35,Night,8,2,Habit,Smartphone,Android,10,0,At work,Wi-Fi,0,3
898,45,Male,Pakistan,94083,True,True,Waiting staff,Rural,Instagram,64,14,Jokes/Memes,25,4589,8,7,49,85,Afternoon,8,2,Habit,Smartphone,Android,10,0,At school,Mobile Data,0,3
899,27,Male,Mexico,80948,True,False,Manager,Rural,Facebook,266,11,Gaming,1,8142,5,9,1,68,Evening,6,4,Habit,Smartphone,Android,8,2,Commuting,Wi-Fi,0,3
900,56,Other,Indonesia,53002,True,True,Labor/Worker,Rural,Instagram,110,8,Comedy,1,6260,9,12,38,48,Evening,8,2,Boredom,Computer,Android,10,0,At school,Mobile Data,0,3
901,34,Male,India,93016,True,False,Manager,Rural,Facebook,207,4,Jokes/Memes,15,8471,7,29,19,80,Morning,8,2,Habit,Tablet,iOS,7,3,Commuting,Mobile Data,4,4
902,56,Other,Pakistan,46672,False,True,driver,Rural,TikTok,235,12,ASMR,16,7897,5,14,1,95,Morning,6,4,Habit,Smartphone,iOS,8,2,At home,Wi-Fi,2,1
903,39,Male,United States,24213,False,False,Cashier,Rural,Facebook,246,8,Jokes/Memes,12,4841,8,14,40,90,Evening,6,4,Entertainment,Smartphone,iOS,8,2,At home,Mobile Data,2,1
904,43,Male,Indonesia,30293,False,True,Students,Rural,TikTok,35,6,Life Hacks,26,7161,7,15,17,62,Afternoon,6,4,Entertainment,Computer,Android,8,2,At school,Mobile Data,2,1
905,61,Female,United States,75860,True,False,Students,Rural,YouTube,130,15,Gaming,24,9666,9,3,21,35,Morning,3,7,Habit,Smartphone,Windows,5,5,At home,Mobile Data,1,0
906,42,Female,Indonesia,82507,True,True,Engineer,Rural,Instagram,191,12,Trends,6,1059,1,15,22,70,Night,3,7,Habit,Smartphone,iOS,5,5,At school,Mobile Data,1,0
907,34,Female,Mexico,77134,True,True,Engineer,Rural,Facebook,208,16,ASMR,6,1922,9,19,15,97,Afternoon,8,2,Habit,Smartphone,Android,10,0,At home,Wi-Fi,0,3
908,30,Female,Barzil,22100,False,True,Labor/Worker,Rural,Facebook,264,16,Vlogs,12,6101,7,24,39,21,Morning,3,7,Habit,Tablet,Android,5,5,At school,Mobile Data,3,2
909,37,Other,United States,81997,True,True,Artist,Urban,Instagram,131,4,Jokes/Memes,25,4592,1,20,48,80,Afternoon,8,2,Entertainment,Smartphone,Windows,10,0,At home,Mobile Data,4,4
910,42,Female,Pakistan,48172,False,False,Waiting staff,Rural,Instagram,40,11,Life Hacks,15,6349,1,14,39,39,Evening,9,1,Boredom,Tablet,Android,10,0,At home,Mobile Data,2,1
911,21,Other,Indonesia,40132,False,True,Artist,Rural,YouTube,294,13,Jokes/Memes,4,2473,5,8,32,34,Night,8,2,Habit,Smartphone,Android,10,0,At work,Mobile Data,2,1
912,27,Male,United States,38199,False,False,Students,Urban,YouTube,115,9,Life Hacks,24,8108,8,5,49,15,Night,6,4,Entertainment,Smartphone,Android,8,2,At school,Wi-Fi,2,1
913,20,Male,Vietnam,56609,True,True,Waiting staff,Rural,Facebook,233,4,Vlogs,4,8096,9,19,4,6,Evening,6,4,Entertainment,Computer,iOS,8,2,At home,Mobile Data,4,-1
914,58,Female,Japan,62965,True,False,Manager,Rural,YouTube,282,12,Life Hacks,2,6748,6,4,44,66,Morning,8,2,Boredom,Smartphone,iOS,10,0,At school,Mobile Data,0,3
915,62,Female,Philippines,28016,False,True,Labor/Worker,Rural,TikTok,241,9,Trends,27,4549,8,14,45,88,Evening,8,2,Entertainment,Computer,iOS,10,0,At home,Wi-Fi,2,1
916,35,Other,United States,59779,True,False,Waiting staff,Urban,YouTube,265,13,Vlogs,24,594,6,16,32,56,Night,8,2,Habit,Smartphone,Android,10,0,At school,Mobile Data,0,3
917,64,Female,India,51881,True,True,Waiting staff,Urban,YouTube,33,16,Trends,12,5452,6,20,4,49,Evening,8,2,Entertainment,Smartphone,Windows,10,0,Commuting,Mobile Data,0,3
918,53,Other,Barzil,44472,False,False,Students,Rural,Facebook,118,6,Entertainment,7,506,4,24,1,92,Evening,3,7,Boredom,Tablet,Android,5,5,At work,Mobile Data,3,2
919,64,Female,Barzil,71813,True,True,Labor/Worker,Rural,TikTok,200,10,Life Hacks,20,4889,5,6,33,1,Evening,8,2,Habit,Tablet,Windows,10,0,At school,Wi-Fi,0,3
920,39,Male,United States,56021,True,False,Labor/Worker,Urban,YouTube,34,13,Life Hacks,9,7637,2,23,7,65,Night,6,4,Habit,Smartphone,Android,8,2,At home,Wi-Fi,4,4
921,51,Male,Philippines,74131,True,True,Waiting staff,Rural,TikTok,196,7,Pranks,9,8212,3,25,9,28,Afternoon,9,1,Boredom,Tablet,iOS,10,0,At home,Mobile Data,4,4
922,64,Female,India,44087,False,False,Students,Rural,TikTok,297,19,Jokes/Memes,8,1399,3,6,1,20,Evening,9,1,Entertainment,Smartphone,MacOS,10,0,At home,Wi-Fi,2,1
923,25,Female,Mexico,32828,False,True,Waiting staff,Rural,TikTok,125,19,Jokes/Memes,14,3201,5,3,16,48,Evening,9,1,Habit,Computer,Windows,10,0,At home,Mobile Data,2,1
924,57,Other,United States,81610,True,False,driver,Rural,Instagram,46,17,Pranks,1,7854,5,15,18,72,Night,8,2,Entertainment,Smartphone,Android,10,0,At home,Mobile Data,4,4
925,61,Male,Pakistan,21401,False,True,Artist,Rural,Instagram,291,13,Entertainment,23,6763,6,29,47,65,Evening,8,2,Habit,Smartphone,Android,10,0,At work,Wi-Fi,2,1
926,36,Female,Barzil,35193,False,False,Labor/Worker,Rural,Instagram,146,13,Jokes/Memes,21,7962,5,3,6,90,Afternoon,8,2,Entertainment,Computer,Android,10,0,At home,Wi-Fi,2,1
927,59,Other,United States,64864,True,True,Waiting staff,Rural,Instagram,236,2,Trends,23,5190,6,11,2,51,Evening,6,4,Procrastination,Computer,iOS,8,2,At home,Mobile Data,4,-1
928,58,Female,United States,40307,False,True,Teacher,Rural,Facebook,191,10,Life Hacks,12,5681,8,3,9,43,Evening,8,2,Entertainment,Smartphone,iOS,10,0,At school,Mobile Data,2,1
929,54,Female,Mexico,39611,False,True,Waiting staff,Rural,YouTube,95,13,Life Hacks,25,3678,2,28,4,49,Night,8,2,Entertainment,Smartphone,iOS,10,0,At work,Wi-Fi,2,1
930,23,Male,Mexico,63791,True,True,driver,Rural,Instagram,62,9,Jokes/Memes,2,336,4,10,45,25,Evening,8,2,Procrastination,Tablet,Android,10,0,Commuting,Wi-Fi,0,3
931,43,Male,India,31950,False,False,Waiting staff,Rural,Facebook,244,1,Gaming,13,1667,6,18,23,74,Afternoon,3,7,Habit,Smartphone,iOS,5,5,At work,Wi-Fi,3,2
932,51,Male,India,96240,True,True,Labor/Worker,Rural,YouTube,276,14,Jokes/Memes,27,909,5,1,43,76,Afternoon,9,1,Habit,Tablet,Android,10,0,At work,Mobile Data,0,3
933,62,Male,India,97403,True,False,Students,Rural,Instagram,296,16,Jokes/Memes,4,8467,1,16,45,41,Evening,8,2,Habit,Smartphone,Android,10,0,At home,Wi-Fi,0,3
934,23,Female,Vietnam,22745,False,True,Students,Rural,YouTube,109,15,Life Hacks,20,9083,9,16,43,71,Afternoon,8,2,Habit,Smartphone,Android,10,0,At school,Wi-Fi,2,1
935,54,Male,Vietnam,75243,True,False,Labor/Worker,Urban,Instagram,96,1,Jokes/Memes,18,8204,3,27,8,64,Night,9,1,Boredom,Tablet,Android,10,0,At school,Mobile Data,4,4
936,50,Other,India,23866,False,True,Labor/Worker,Rural,Facebook,24,17,Pranks,19,5122,2,10,39,61,Evening,8,2,Procrastination,Smartphone,MacOS,10,0,At work,Mobile Data,2,1
937,39,Female,India,52245,True,False,Students,Urban,TikTok,110,13,Gaming,16,8153,9,1,25,12,Evening,3,7,Boredom,Smartphone,Android,5,5,Commuting,Mobile Data,1,0
938,38,Male,India,64724,True,True,driver,Urban,TikTok,174,15,Jokes/Memes,27,973,7,4,16,81,Afternoon,3,7,Habit,Computer,Android,5,5,At home,Mobile Data,1,0
939,23,Male,Indonesia,91354,True,False,Students,Rural,YouTube,38,16,Jokes/Memes,14,4270,5,3,35,69,Afternoon,8,2,Procrastination,Tablet,MacOS,10,0,At school,Wi-Fi,0,3
940,23,Male,Mexico,71374,True,True,Labor/Worker,Rural,Facebook,123,16,Trends,29,1408,6,5,17,14,Afternoon,3,7,Habit,Smartphone,iOS,5,5,At home,Wi-Fi,1,0
941,21,Male,Philippines,50116,True,False,Labor/Worker,Rural,TikTok,116,2,Pranks,8,2288,4,12,18,34,Afternoon,8,2,Boredom,Tablet,Windows,10,0,At work,Mobile Data,0,3
942,47,Female,Vietnam,40447,False,True,Waiting staff,Rural,Instagram,139,17,Vlogs,12,8738,1,25,27,48,Evening,3,7,Habit,Smartphone,Android,5,5,At school,Mobile Data,3,2
943,28,Female,Pakistan,50431,True,False,Labor/Worker,Rural,TikTok,93,11,ASMR,9,1218,4,12,15,61,Night,8,2,Entertainment,Smartphone,Windows,10,0,At school,Mobile Data,0,3
944,47,Other,Indonesia,37908,False,True,Labor/Worker,Rural,YouTube,280,8,ASMR,6,1420,9,13,17,81,Evening,8,2,Habit,Smartphone,Windows,10,0,At home,Mobile Data,2,1
945,48,Female,United States,49336,False,False,Manager,Rural,YouTube,253,3,ASMR,26,9646,1,24,43,35,Afternoon,6,4,Habit,Tablet,Android,8,2,Commuting,Mobile Data,2,1
946,41,Male,United States,60992,True,True,Cashier,Urban,Facebook,223,12,ASMR,18,3377,3,12,5,65,Night,8,2,Boredom,Smartphone,MacOS,10,0,At work,Mobile Data,0,3
947,26,Other,India,75350,True,False,Labor/Worker,Rural,YouTube,175,16,Life Hacks,2,7501,5,25,16,59,Afternoon,8,2,Boredom,Smartphone,Android,10,0,At home,Mobile Data,0,3
948,20,Male,Philippines,89561,True,True,Manager,Rural,TikTok,288,14,Gaming,23,4098,7,16,15,36,Evening,8,2,Boredom,Smartphone,Android,10,0,At school,Mobile Data,0,3
949,48,Male,United States,71955,True,True,Cashier,Rural,TikTok,68,16,Life Hacks,8,2738,9,13,42,79,Evening,3,7,Entertainment,Smartphone,iOS,5,5,At home,Wi-Fi,1,0
950,57,Male,Barzil,81240,True,True,Artist,Rural,TikTok,99,17,Pranks,24,7619,6,5,46,19,Night,8,2,Boredom,Tablet,MacOS,10,0,At work,Mobile Data,0,3
951,54,Male,India,40093,False,True,driver,Rural,TikTok,203,11,Pranks,14,1842,3,24,34,42,Night,9,1,Habit,Smartphone,iOS,10,0,At home,Wi-Fi,2,1
952,53,Female,Barzil,26155,False,False,driver,Urban,Facebook,132,17,Trends,6,8938,7,4,48,69,Evening,3,7,Boredom,Tablet,Windows,5,5,At school,Mobile Data,3,2
953,41,Female,India,66607,True,True,driver,Rural,Instagram,145,19,Comedy,10,2816,4,21,19,19,Night,3,7,Boredom,Smartphone,iOS,5,5,At work,Mobile Data,1,0
954,48,Male,India,53487,True,False,Teacher,Rural,Instagram,148,1,Entertainment,8,9063,3,15,8,39,Evening,3,7,Habit,Smartphone,iOS,5,5,At work,Wi-Fi,1,0
955,23,Male,United States,75668,True,True,Cashier,Rural,Facebook,238,12,Vlogs,17,494,7,12,47,69,Evening,8,2,Entertainment,Smartphone,Android,10,0,At home,Mobile Data,0,3
956,19,Male,India,40963,False,False,Cashier,Rural,YouTube,283,15,Pranks,25,6560,7,19,10,52,Evening,6,4,Entertainment,Computer,Android,8,2,Commuting,Mobile Data,2,1
957,37,Male,Germany,70124,True,True,Artist,Urban,Instagram,59,18,Jokes/Memes,29,5510,4,21,5,12,Afternoon,8,2,Habit,Smartphone,iOS,10,0,At school,Mobile Data,0,3
958,45,Other,Vietnam,72870,True,False,Labor/Worker,Rural,YouTube,127,14,Vlogs,12,3444,7,28,48,83,Morning,8,2,Boredom,Smartphone,Android,10,0,At school,Mobile Data,0,3
959,28,Male,Germany,76547,True,True,driver,Urban,Instagram,211,1,Life Hacks,17,9267,2,19,26,47,Evening,8,2,Habit,Smartphone,Android,10,0,At school,Wi-Fi,0,3
960,21,Female,Germany,84110,True,False,Manager,Rural,YouTube,200,13,Life Hacks,13,7543,1,21,22,76,Afternoon,3,7,Boredom,Tablet,Windows,5,5,At home,Mobile Data,1,0
961,32,Male,Japan,73554,True,True,Students,Rural,Facebook,190,15,Pranks,19,7562,2,11,44,36,Afternoon,3,7,Procrastination,Tablet,Android,5,5,At work,Mobile Data,1,0
962,23,Other,Vietnam,40936,False,False,Students,Urban,TikTok,87,7,Trends,12,3994,4,21,23,63,Afternoon,8,2,Habit,Tablet,Android,10,0,At school,Wi-Fi,2,1
963,47,Male,Indonesia,24426,False,True,Waiting staff,Rural,YouTube,84,15,Gaming,16,7253,8,6,13,76,Evening,3,7,Boredom,Computer,iOS,5,5,At home,Mobile Data,3,2
964,55,Female,Philippines,47606,False,False,Students,Rural,TikTok,290,10,Entertainment,25,45,3,9,9,82,Afternoon,3,7,Boredom,Smartphone,iOS,5,5,At home,Mobile Data,3,2
965,19,Male,India,67832,True,True,Students,Rural,YouTube,30,14,Gaming,27,2057,6,1,49,51,Night,3,7,Entertainment,Smartphone,iOS,5,5,Commuting,Mobile Data,1,0
966,32,Female,India,48151,False,False,driver,Rural,YouTube,180,6,ASMR,5,663,6,12,20,43,Night,3,7,Habit,Tablet,Android,5,5,Commuting,Mobile Data,3,2
967,28,Male,Indonesia,99303,True,True,Students,Rural,YouTube,24,14,Life Hacks,25,4668,9,26,28,34,Evening,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,4,4
968,25,Female,United States,31308,False,False,Waiting staff,Rural,YouTube,220,12,Gaming,16,2029,9,14,44,97,Morning,8,2,Boredom,Smartphone,MacOS,8,2,At school,Mobile Data,2,1
969,43,Female,United States,82522,True,True,Students,Urban,YouTube,57,11,Entertainment,25,5717,4,6,37,49,Night,8,2,Habit,Computer,Android,10,0,At home,Mobile Data,0,3
970,62,Female,Germany,65671,True,True,Students,Rural,TikTok,95,19,Gaming,6,2696,9,1,24,18,Night,9,1,Entertainment,Smartphone,MacOS,10,0,At home,Wi-Fi,0,3
971,61,Other,Indonesia,22204,False,True,Artist,Rural,YouTube,158,2,Entertainment,11,8831,6,22,44,61,Evening,3,7,Boredom,Computer,MacOS,5,5,At work,Mobile Data,3,2
972,22,Female,Vietnam,51131,True,True,driver,Rural,TikTok,197,1,Jokes/Memes,17,2663,2,2,33,57,Night,8,2,Entertainment,Smartphone,iOS,10,0,At home,Mobile Data,0,3
973,23,Female,Germany,72428,True,False,Teacher,Urban,Facebook,160,8,Jokes/Memes,26,2745,6,24,20,93,Night,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,0,3
974,43,Female,Barzil,53870,True,True,Students,Rural,Instagram,150,14,Vlogs,23,5004,2,11,48,5,Night,6,4,Boredom,Smartphone,iOS,8,2,At school,Wi-Fi,0,3
975,21,Male,Japan,69067,True,False,Engineer,Rural,YouTube,78,9,ASMR,14,6321,8,3,30,89,Evening,8,2,Boredom,Smartphone,iOS,10,0,At school,Mobile Data,0,3
976,36,Male,Pakistan,78585,True,True,Students,Rural,Instagram,269,2,Entertainment,6,5125,4,10,44,24,Evening,3,7,Habit,Smartphone,iOS,5,5,At home,Mobile Data,1,0
977,37,Male,United States,41607,False,False,driver,Rural,TikTok,18,5,Pranks,25,4948,5,6,9,93,Evening,3,7,Procrastination,Smartphone,Windows,5,5,At home,Mobile Data,3,2
978,50,Female,Japan,44968,False,True,Waiting staff,Rural,Facebook,130,8,Jokes/Memes,23,4402,8,6,45,64,Morning,8,2,Habit,Tablet,Windows,10,0,Commuting,Wi-Fi,2,1
979,37,Female,United States,31908,False,False,Labor/Worker,Rural,Facebook,110,16,Gaming,28,3427,8,20,49,59,Evening,3,7,Habit,Smartphone,Android,5,5,At home,Mobile Data,3,2
980,29,Male,Philippines,46423,False,True,driver,Rural,Facebook,158,16,Gaming,11,5912,6,21,17,38,Evening,9,1,Boredom,Tablet,Android,10,0,At school,Mobile Data,2,1
981,64,Female,Pakistan,94707,True,False,Labor/Worker,Rural,Instagram,155,13,Life Hacks,12,394,4,2,36,33,Evening,8,2,Boredom,Smartphone,MacOS,10,0,At work,Mobile Data,0,3
982,18,Female,India,98257,True,True,Students,Urban,TikTok,252,15,Life Hacks,13,3597,1,26,14,10,Afternoon,6,4,Boredom,Smartphone,Android,8,2,At home,Mobile Data,0,3
983,43,Female,India,81215,True,False,Labor/Worker,Rural,YouTube,250,1,ASMR,4,329,7,26,19,37,Evening,6,4,Procrastination,Tablet,iOS,8,2,At school,Wi-Fi,0,3
984,31,Female,Philippines,75835,True,True,Students,Rural,YouTube,52,3,Gaming,7,772,8,24,7,97,Night,6,4,Habit,Tablet,iOS,8,2,At home,Wi-Fi,4,4
985,55,Female,Germany,69429,True,False,Students,Rural,TikTok,104,6,Trends,2,8135,9,10,3,87,Night,3,7,Boredom,Tablet,Android,5,5,Commuting,Mobile Data,1,0
986,54,Other,India,58458,True,True,driver,Rural,Instagram,235,14,Jokes/Memes,6,1645,2,23,33,11,Night,8,2,Boredom,Smartphone,iOS,10,0,At work,Wi-Fi,0,3
987,28,Female,Indonesia,66169,True,False,Artist,Urban,YouTube,15,4,Life Hacks,6,9924,1,26,44,24,Evening,6,4,Entertainment,Tablet,Windows,8,2,Commuting,Mobile Data,0,3
988,53,Male,Philippines,27659,False,True,Labor/Worker,Urban,TikTok,223,18,Vlogs,18,1787,4,6,32,88,Morning,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,2,1
989,30,Male,Indonesia,80614,True,False,Labor/Worker,Rural,YouTube,215,15,Trends,20,9815,5,23,47,71,Evening,6,4,Boredom,Tablet,Android,8,2,At work,Wi-Fi,0,3
990,60,Female,India,97240,True,True,Labor/Worker,Urban,Facebook,76,9,Jokes/Memes,8,999,1,28,11,21,Afternoon,3,7,Habit,Smartphone,MacOS,5,5,At home,Wi-Fi,1,0
991,20,Other,Germany,52793,True,True,Artist,Urban,YouTube,109,18,Vlogs,8,1848,5,17,42,20,Afternoon,8,2,Boredom,Smartphone,MacOS,10,0,Commuting,Mobile Data,0,3
992,50,Male,Philippines,66473,True,True,Teacher,Rural,Instagram,21,3,Life Hacks,29,1561,6,14,2,10,Night,8,2,Procrastination,Tablet,Windows,10,0,Commuting,Mobile Data,4,4
993,23,Female,India,75751,True,True,Students,Urban,TikTok,246,10,ASMR,8,773,3,5,26,89,Night,8,2,Habit,Computer,Android,10,0,Commuting,Mobile Data,0,3
994,27,Male,United States,98915,True,False,Waiting staff,Urban,Instagram,267,17,Jokes/Memes,8,7311,7,23,4,47,Night,8,2,Procrastination,Computer,iOS,10,0,Commuting,Mobile Data,4,4
995,22,Male,India,74254,True,True,Students,Rural,TikTok,144,7,Gaming,1,5179,6,17,17,47,Afternoon,9,1,Procrastination,Smartphone,iOS,10,0,At work,Mobile Data,0,3
996,40,Female,Pakistan,27006,False,False,Waiting staff,Urban,Facebook,231,15,Life Hacks,2,1803,4,2,17,15,Night,8,2,Boredom,Smartphone,MacOS,10,0,At home,Mobile Data,2,1
997,27,Male,India,94218,True,True,Waiting staff,Rural,TikTok,165,1,Pranks,12,9290,3,9,28,44,Night,9,1,Procrastination,Smartphone,iOS,10,0,Commuting,Mobile Data,0,3
998,61,Male,Pakistan,85344,True,False,Students,Urban,YouTube,151,11,Life Hacks,15,2050,5,12,30,62,Night,3,7,Procrastination,Smartphone,MacOS,5,5,At work,Wi-Fi,1,0
999,19,Male,India,53840,True,True,driver,Urban,YouTube,167,17,Pranks,4,9790,3,19,40,6,Evening,6,4,Procrastination,Smartphone,Android,8,2,At home,Mobile Data,0,3
